Genero,Campesino,Estrato,Autoidentificacion_Etnica,NIvel_educacion,Discapacidad,Tipo_formacion,Victima_del_conflicto,Disponibilidad_Equipo,tiempo_segundos,Eje_tematico,Eje Final,Puntaje_eje_tematico_selecionado,linea_1_programacion,linea_2_inteligecia_artificial,linea_3_analisis_de_datos,linea_4_blockchain,linea_5_arquitectura_en_la_nube,linea_1_des_programacion,linea_2_des_inteligecia_artificial,linea_3_des_analisis_de_datos,linea_4_des_blockchain,linea_5_des_arquitectura_en_la_nube,area_1_alfabetizacion_datos,area_2_comunicacion_y_colaboracion,area_3_contenidos_digitales,area_4_seguridad,area_5_solucion_de_problemas,area_6_igles,area_1_des_alfabetizacion_datos,area_2_des_comunicacion_y_colaboracion,area_3_des_contenidos_digitales,area_4_des_seguridad,area_5_des_solucion_de_problemas,Matriculado (SI o NO),"Estado (FORMADO, NO APROBADO, INACTIVO, EN FORMACION)",Programa de Formación (Nombre del Curso),"Cohorte (1,2,3,4,5,6,7 o 8)","Tipo de formación (PRESENCIAL,VIRTUAL,HIBRIDO)",Nivel,Asistencia horas,Total_horas posibles,dia,mes,year
1.0,0,3,0,2,0,0,0,1,6984,2,2,82.5,82.8571,82.5,83.0357,81.0714,77.6786,0,0,0,0,2,92,96,102,88,78,29,0,0,0,0,2,1,3,5,0,2,3,24,1,16,12,2023
1.0,1,2,1,2,0,0,0,1,6797,4,4,41.875,60.7143,58.6607,64.1964,62.0536,41.875,2,1,2,2,1,74,80,95,73,0,12,2,2,0,2,1,1,3,2,0,2,1,3,1,17,12,2023
0.0,0,3,0,6,0,0,0,1,3230,0,0,8.30357,8.30357,9.10714,32.6786,16.6071,16.3393,1,1,1,1,1,90,3,0,0,0,8,0,1,1,1,1,1,2,5,0,1,1,0,1,18,12,2023
1.0,0,3,0,2,0,0,0,1,6996,0,0,77.4107,77.4107,74.5536,79.7321,77.6786,67.4107,2,2,2,2,2,94,87,102,89,50,17,0,0,0,0,1,1,1,1,0,2,1,159,1,17,12,2023
0.0,0,3,0,4,0,0,0,1,7061,0,0,86.0714,86.0714,83.8393,84.5536,83.125,81.1607,0,0,0,0,0,93,93,106,92,85,14,0,0,0,0,0,1,2,5,0,2,1,0,1,18,12,2023
1.0,0,3,1,7,0,0,0,1,5847,0,0,83.8393,83.8393,82.0536,81.9643,79.6429,81.4286,0,0,0,2,0,90,89,101,85,93,31,0,0,0,0,0,1,2,5,0,2,2,0,1,18,12,2023
1.0,0,1,0,2,0,0,0,1,6945,4,4,36.5179,56.3393,61.6964,69.8214,47.0536,36.5179,1,2,2,1,1,93,94,105,12,0,15,0,0,0,1,1,1,1,1,0,2,1,159,1,18,12,2023
1.0,1,3,0,5,0,0,0,1,7025,3,3,74.9107,72.3214,70.9821,76.1607,74.9107,58.3036,2,2,2,2,1,89,91,100,88,27,26,0,0,0,0,1,1,2,3,0,2,1,0,1,17,12,2023
1.0,1,2,0,4,0,0,0,1,3637,0,0,79.9107,79.9107,80.5357,79.9107,82.6786,79.6429,2,0,2,0,2,88,93,87,98,85,25,0,0,0,0,0,1,1,5,0,2,2,159,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6886,2,2,76.7857,77.8571,76.7857,81.0714,80.1786,68.9286,2,2,0,0,2,95,93,99,93,51,29,0,0,0,0,1,1,2,4,0,2,1,0,1,16,12,2023
1.0,0,2,0,5,0,1,0,1,6651,3,3,81.4286,83.125,80.9821,81.7857,81.4286,80.7143,0,0,0,0,0,91,88,98,92,88,34,0,0,0,0,0,1,1,3,11,2,1,159,1,18,12,2023
1.0,0,3,0,7,0,0,0,1,7058,4,4,50.8036,69.8214,66.3393,75.8036,72.9464,50.8036,2,2,2,2,1,94,86,105,87,4,26,0,0,0,0,1,1,1,2,0,2,1,159,1,18,12,2023
0.0,1,2,0,2,0,0,0,1,295,0,0,1.78571,1.78571,1.78571,7.14286,3.57143,3.57143,1,1,1,1,1,20,0,0,0,0,0,1,1,1,1,1,1,2,5,9,2,1,0,1,18,12,2023
1.0,0,4,0,6,0,0,0,1,6409,4,4,81.7857,84.4643,82.8571,85.3571,82.5,81.7857,0,0,0,0,0,99,91,101,89,87,25,0,0,0,0,0,1,1,2,0,2,1,159,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,3536,1,1,35.3571,8.83929,8.83929,35.3571,17.6786,17.6786,1,1,1,1,1,99,0,0,0,0,8,0,1,1,1,1,1,2,1,9,2,1,0,1,18,12,2023
0.0,0,1,0,2,0,0,0,1,5285,2,2,82.7679,83.125,82.7679,81.6964,81.4286,82.5893,0,0,0,0,0,89,92,95,90,95,28,0,0,0,0,0,1,2,4,0,2,1,0,1,17,12,2023
1.0,1,1,0,6,0,1,1,1,5612,3,3,3.21429,1.60714,1.60714,6.42857,3.21429,3.21429,1,1,1,1,1,18,0,0,0,0,0,1,1,1,1,1,1,3,3,0,2,1,33,1,16,12,2023
1.0,0,2,0,5,0,0,0,1,6920,1,1,75.4464,68.0357,74.0179,75.4464,72.9464,67.5893,2,2,2,2,2,91,97,74,76,63,26,0,0,2,2,2,1,1,1,0,2,1,156,1,18,12,2023
1.0,0,4,0,6,0,0,0,1,5415,0,0,86.25,86.25,83.5714,84.1071,80.8036,83.125,0,0,0,0,0,93,89,106,85,95,37,0,0,0,0,0,1,1,1,0,2,2,159,1,16,12,2023
1.0,0,3,0,6,0,0,0,1,5966,4,4,71.6964,75.2679,73.6607,76.4286,74.375,71.6964,2,2,2,2,2,89,82,91,82,72,28,0,0,0,0,2,1,1,2,0,2,2,132,1,18,12,2023
1.0,0,2,0,5,0,0,0,1,6942,3,3,81.875,82.5893,83.5714,83.6607,81.875,80.8036,0,0,0,0,0,94,97,96,88,87,31,0,0,0,0,0,1,1,2,13,2,3,156,1,18,12,2023
0.0,1,2,0,5,0,0,0,1,6805,1,1,51.0714,23.8393,43.0357,51.0714,33.3036,25.5357,1,1,1,1,1,88,87,23,0,0,13,0,0,1,1,1,1,2,1,0,1,1,0,1,18,12,2023
1.0,1,3,0,2,0,0,0,1,1975,0,0,11.9643,11.9643,21.875,41.25,23.9286,20.625,1,1,1,1,1,97,37,0,0,0,5,0,1,1,1,1,1,2,5,9,1,1,0,1,18,12,2023
0.0,0,3,0,2,0,0,0,1,7038,1,1,84.0179,84.4643,83.6607,84.0179,81.7857,80.3571,0,0,0,0,0,93,95,103,88,85,34,0,0,0,0,0,1,1,1,0,2,2,129,1,18,12,2023
0.0,0,3,0,7,0,1,0,1,2574,1,1,15.3571,3.83929,3.83929,15.3571,7.67857,7.67857,1,1,1,1,1,43,0,0,0,0,0,1,1,1,1,1,1,1,5,0,2,1,159,1,18,12,2023
0.0,0,3,0,7,0,0,0,1,7123,4,4,36.9643,55.8036,60.8929,69.9107,47.8571,36.9643,1,2,2,1,1,95,92,102,15,0,18,0,0,0,1,1,1,1,2,0,2,1,159,1,17,12,2023
1.0,0,2,0,4,0,1,1,1,2995,4,4,16.4286,8.21429,8.21429,32.8571,16.4286,16.4286,1,1,1,1,1,92,0,0,0,0,5,0,1,1,1,1,1,2,2,0,2,2,0,1,18,12,2023
0.0,0,2,0,2,0,0,0,1,6478,1,1,84.2857,85,84.1964,84.2857,83.3036,81.9643,0,0,0,0,0,93,95,101,92,88,31,0,0,0,0,0,1,1,1,0,1,2,159,1,16,12,2023
1.0,0,3,0,6,0,0,0,1,6856,2,2,66.3393,70.625,66.3393,75.4464,75.8036,51.9643,2,2,2,2,1,92,85,103,97,4,29,0,0,0,0,1,1,3,4,0,2,3,36,1,18,12,2023
0.0,1,3,0,6,0,0,0,1,7118,2,2,57.5893,50.8929,57.5893,67.6786,43.0357,34.375,1,1,2,1,1,97,89,94,4,0,18,0,0,0,1,1,1,1,4,0,2,1,159,1,18,12,2023
1.0,0,4,0,5,0,0,1,1,5108,0,0,86.9643,86.9643,85.3571,84.8214,84.375,84.375,0,0,0,0,0,92,94,103,94,94,28,0,0,0,0,0,1,3,5,0,2,3,30,1,18,12,2023
0.0,0,2,0,6,0,1,0,1,6723,1,1,65.8929,51.6964,59.7321,65.8929,41.5179,32.9464,1,1,2,1,1,87,96,99,0,0,13,0,0,0,1,1,1,1,1,9,1,2,159,1,17,12,2023
1.0,0,2,0,5,0,0,0,1,4784,2,2,83.125,83.8393,83.125,82.5,81.4286,81.6071,0,0,0,0,0,90,93,99,89,91,34,0,0,0,0,0,1,1,4,11,2,1,147,1,18,12,2023
0.0,0,1,0,2,0,0,0,1,6585,4,4,44.7321,61.3393,61.875,70.4464,65.1786,44.7321,2,2,2,2,1,90,87,92,71,0,9,0,0,0,2,1,1,2,1,0,2,1,0,1,18,12,2023
1.0,0,2,0,6,0,1,0,1,7076,1,1,78.9286,75.7143,74.375,78.9286,75.4464,63.3929,2,2,2,2,2,92,92,104,83,41,26,0,0,0,0,1,1,1,1,0,2,1,132,1,18,12,2023
0.0,0,1,0,4,0,0,1,1,6674,0,0,21.4286,21.4286,42.8571,50.8929,33.4821,25.4464,1,1,1,1,1,90,90,15,0,0,13,0,0,1,1,1,1,1,5,9,2,1,159,1,18,12,2023
1.0,0,2,0,6,0,1,0,1,6967,2,2,73.8393,73.4821,73.8393,76.1607,73.3036,60.3571,2,2,2,2,2,85,96,102,80,37,26,0,0,0,2,1,1,2,1,9,2,2,0,1,18,12,2023
1.0,0,3,2,6,0,1,0,1,7179,1,1,82.5,80.5357,78.5714,82.5,76.3393,73.125,0,2,0,2,2,97,89,106,77,69,25,0,0,0,2,2,1,2,1,9,2,1,0,1,18,12,2023
1.0,0,4,0,6,0,0,0,1,1532,0,0,69.0179,69.0179,70.3571,70.9821,70.5357,70,2,2,2,2,2,82,81,75,78,77,28,0,0,2,2,2,1,2,5,9,2,1,0,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,7141,2,2,84.0179,86.6071,84.0179,83.9286,83.5714,83.3036,0,0,0,0,0,91,91,104,94,92,25,0,0,0,0,0,1,3,4,0,1,1,66,1,18,12,2023
0.0,0,3,0,7,0,0,0,1,6958,0,0,52.3214,52.3214,59.0179,67.2321,45.2679,35.0893,1,1,2,1,1,92,92,95,11,0,18,0,0,0,1,1,1,1,5,0,2,1,159,1,18,12,2023
0.0,0,2,0,4,0,0,0,1,6946,0,0,60.9821,60.9821,64.375,70.5357,59.4643,41.9643,2,2,2,1,1,87,96,100,50,0,15,0,0,0,1,1,1,1,5,9,2,1,159,1,17,12,2023
0.0,0,3,0,2,0,0,0,1,5448,0,0,82.5893,82.5893,80.5357,80.7143,80.1786,78.6607,0,0,0,0,2,88,89,100,90,84,34,0,0,0,0,0,1,1,5,9,2,1,159,1,18,12,2023
1.0,0,3,0,4,0,0,0,1,6987,1,1,82.9464,80.625,80.4464,82.9464,78.8393,77.1429,0,0,0,2,2,97,92,98,82,79,25,0,0,0,0,2,1,1,1,0,2,1,159,1,16,12,2023
1.0,1,1,0,2,0,0,0,1,5605,0,0,81.7857,81.7857,82.5893,80,79.7321,79.4643,0,0,2,2,2,84,96,96,87,89,31,0,0,0,0,0,1,2,5,9,2,1,0,1,18,12,2023
1.0,0,2,0,6,0,1,0,1,6420,4,4,80.5357,84.1964,83.0357,83.75,83.6607,80.5357,0,0,0,0,0,93,94,100,95,83,30,0,0,0,0,0,1,1,2,0,1,1,159,1,18,12,2023
0.0,0,1,0,4,0,0,0,1,7063,2,2,75.8929,75.7143,75.8929,78.2143,77.2321,65.2679,2,2,2,2,2,88,96,99,88,46,17,0,0,0,0,1,1,1,4,11,2,1,150,1,18,12,2023
0.0,0,4,0,6,0,0,0,1,5604,2,2,80.9821,80.0893,80.9821,81.875,79.6429,79.1964,0,0,0,2,2,94,93,92,85,86,19,0,0,0,0,0,1,1,4,9,1,1,159,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,844,1,1,11.4286,2.85714,2.85714,11.4286,5.71429,5.71429,1,1,1,1,1,32,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,1,159,1,18,12,2023
0.0,1,1,0,2,0,1,0,1,4254,4,4,76.7857,80.3571,77.1429,80.5357,78.0357,76.7857,0,2,0,2,2,94,82,98,86,80,34,0,0,0,0,2,1,2,4,0,1,1,0,1,18,12,2023
1.0,0,3,0,5,0,0,0,1,6463,1,1,78.3036,74.375,73.5714,78.3036,76.4286,65.1786,2,2,2,2,2,93,90,96,87,46,14,0,0,0,0,1,1,2,1,9,2,2,0,1,17,12,2023
1.0,0,3,0,6,0,0,0,1,6938,0,0,81.9643,81.9643,81.875,82.3214,81.0714,79.0179,0,0,0,0,2,92,94,97,89,83,28,0,0,0,0,0,1,2,5,0,2,1,0,1,17,12,2023
1.0,0,3,0,6,0,0,0,1,6724,4,4,81.25,83.3036,84.375,82.5893,80.9821,81.25,0,0,0,0,0,89,98,98,86,91,31,0,0,0,0,0,1,1,2,11,2,2,159,1,18,12,2023
0.0,0,3,0,2,0,1,0,1,6940,3,3,84.4643,87.6786,87.0536,85.2679,84.4643,85.8929,0,0,0,0,0,91,97,103,92,99,37,0,0,0,0,0,1,1,3,0,2,1,159,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,6430,2,2,58.75,52.1429,58.75,65.8929,41.1607,32.9464,1,1,2,1,1,88,92,101,0,0,15,0,0,0,1,1,1,2,4,0,2,1,0,1,18,12,2023
1.0,0,3,0,2,0,1,1,1,6882,3,3,41.0714,49.2857,57.5,65.7143,41.0714,32.8571,1,1,2,1,1,92,92,92,0,0,10,0,0,0,1,1,1,1,5,9,2,1,159,1,16,12,2023
0.0,0,2,0,5,0,0,0,1,6990,2,2,78.9286,82.1429,78.9286,79.1964,79.1071,78.8393,0,2,2,2,2,86,84,99,90,87,31,0,0,0,0,0,1,2,4,0,2,1,0,1,18,12,2023
1.0,0,2,0,6,0,0,0,1,6368,3,3,80.0893,79.1964,77.5893,78.6607,80.0893,79.1071,2,2,2,0,2,89,84,88,94,87,28,0,0,0,0,0,1,1,1,0,1,3,145,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,4787,4,4,79.1071,77.9464,77.5,77.8571,78.6607,79.1071,2,2,2,2,2,88,85,85,90,90,28,0,0,0,0,0,1,1,2,9,2,2,159,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,2071,1,1,34.2857,8.57143,8.57143,34.2857,17.1429,17.1429,1,1,1,1,1,96,0,0,0,0,2,0,1,1,1,1,1,1,1,0,1,1,159,1,16,12,2023
1.0,0,2,0,4,0,0,0,1,6990,0,0,85.4464,85.4464,83.125,85.0893,83.3036,82.6786,0,0,0,0,0,97,90,102,92,89,31,0,0,0,0,0,1,1,5,11,2,3,159,1,18,12,2023
1.0,0,2,0,6,0,0,0,1,6405,0,0,80.625,80.625,80.4464,82.1429,80.625,77.0536,0,0,0,0,2,94,93,96,89,77,28,0,0,0,0,2,1,2,5,0,2,1,0,1,17,12,2023
1.0,0,2,0,2,0,0,0,1,6106,0,0,79.6429,79.6429,78.5714,80.1786,78.6607,75.8036,2,2,0,2,2,91,89,96,87,77,25,0,0,0,0,2,1,2,5,0,2,2,0,1,17,12,2023
0.0,0,3,0,6,0,0,0,1,5818,1,1,85.625,87.5,84.6429,85.625,85.3571,84.5536,0,0,0,0,0,95,91,104,97,92,31,0,0,0,0,0,1,1,1,9,2,3,159,1,18,12,2023
1.0,0,3,0,2,0,0,0,1,7278,4,4,66.1607,76.875,75.9821,81.9643,79.375,66.1607,2,2,0,2,2,99,94,101,90,42,29,0,0,0,0,1,1,1,1,0,2,2,159,1,16,12,2023
1.0,0,1,0,4,0,0,0,1,30,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,5,9,2,1,0,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,3195,2,2,42.0536,16.6071,42.0536,49.4643,33.2143,24.7321,1,1,1,1,1,91,95,0,0,0,10,0,0,1,1,1,1,2,4,9,1,1,0,1,18,12,2023
1.0,0,4,0,6,0,0,0,1,7069,2,2,81.0714,85.0893,81.0714,82.0536,81.9643,81.4286,0,0,0,0,0,90,85,103,94,89,37,0,0,0,0,0,1,1,4,0,2,2,135,1,16,12,2023
0.0,1,2,0,5,0,0,0,1,6684,0,0,81.6964,81.6964,79.1071,81.4286,80.4464,78.2143,0,2,0,0,2,93,86,98,91,81,22,0,0,0,0,0,1,1,5,0,2,2,159,1,18,12,2023
1.0,0,2,0,4,0,0,0,1,7099,0,0,68.6607,68.6607,68.125,75.8036,71.0714,48.4821,2,2,2,2,1,92,95,106,79,0,18,0,0,0,2,1,1,1,5,0,2,2,159,1,17,12,2023
1.0,0,2,0,2,0,0,0,1,5983,1,1,82.4107,84.4643,82.5893,82.4107,81.7857,82.1429,0,0,0,0,0,90,90,100,91,92,28,0,0,0,0,0,1,2,1,0,2,3,0,1,16,12,2023
1.0,0,3,0,6,0,0,0,1,7112,0,0,80.9821,80.9821,80.8036,81.7857,78.8393,74.0179,0,0,0,2,2,91,96,103,84,70,26,0,0,0,0,2,1,1,5,11,2,2,153,1,17,12,2023
0.0,0,1,0,2,0,0,0,1,6006,2,2,65.3571,65.5357,65.3571,69.4643,64.6429,66.25,2,2,2,2,2,87,71,75,65,73,37,0,2,2,2,2,1,2,4,0,2,1,0,1,17,12,2023
0.0,0,3,0,7,0,0,0,1,6709,2,2,87.6786,87.5893,87.6786,87.0536,85.4464,86.1607,0,0,0,0,0,96,99,102,92,97,28,0,0,0,0,0,1,1,4,0,2,1,159,1,18,12,2023
1.0,0,3,0,4,0,0,0,1,4641,2,2,78.0357,82.8571,78.0357,80.8036,80.4464,75.1786,0,2,0,0,2,90,84,106,94,71,37,0,0,0,0,2,1,2,4,0,2,1,0,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6267,0,0,86.6071,86.6071,84.8214,84.8214,83.9286,83.9286,0,0,0,0,0,93,93,103,93,93,34,0,0,0,0,0,1,1,5,0,2,2,159,1,16,12,2023
1.0,0,1,0,5,0,0,0,1,7123,2,2,67.6786,68.2143,67.6786,74.0179,74.5536,49.4643,2,2,2,2,1,87,95,99,93,0,22,0,0,0,0,1,1,1,4,0,2,2,135,1,18,12,2023
1.0,0,2,0,2,0,0,0,1,2956,3,3,70.2679,71.6071,73.3929,75.8036,70.2679,72.3214,2,2,2,2,2,92,84,82,68,81,19,0,0,0,2,0,1,1,3,0,2,2,159,1,17,12,2023
1.0,0,1,0,3,0,0,0,1,6282,0,0,54.0179,54.0179,58.3929,65.9821,48.0357,36.0714,1,1,2,1,1,87,88,96,23,0,12,0,0,0,1,1,1,3,5,0,1,1,63,1,18,12,2023
1.0,0,3,0,2,0,0,0,1,1598,0,0,8.03571,8.03571,8.03571,32.1429,16.0714,16.0714,1,1,1,1,1,90,0,0,0,0,5,0,1,1,1,1,0,0,0,0,0,0,-1,0,18,12,2023
0.0,0,2,0,2,0,0,0,1,5283,2,2,20.8929,10.9821,20.8929,37.3214,21.9643,18.6607,1,1,1,1,1,86,37,0,0,0,8,0,1,1,1,1,1,1,4,0,2,1,140,1,18,12,2023
1.0,0,2,0,2,0,1,0,1,6294,0,0,57.6786,57.6786,60.1786,69.5536,52.2321,38.9286,1,2,2,1,1,93,87,101,31,0,21,0,0,0,1,1,1,2,5,9,2,1,0,1,16,12,2023
1.0,0,3,0,5,0,1,0,1,6947,4,4,79.8214,85.9821,82.0536,83.6607,83.6607,79.8214,0,0,0,0,2,92,89,107,97,80,31,0,0,0,0,2,1,1,2,11,2,1,159,1,18,12,2023
1.0,0,2,0,5,0,1,0,1,5918,3,3,82.6786,86.5179,85.3571,86.3393,82.6786,85,0,0,0,0,0,98,93,103,86,97,34,0,0,0,0,0,1,1,3,0,2,1,153,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,7036,4,4,33.5714,50.3571,57.8571,65,43.2143,33.5714,1,1,2,1,1,88,92,92,8,0,15,0,0,0,1,1,1,1,2,14,1,1,153,1,17,12,2023
0.0,0,2,0,5,0,1,0,1,5762,1,1,82.1429,83.3036,81.9643,82.1429,80.9821,81.4286,0,0,0,0,0,91,90,98,89,91,34,0,0,0,0,0,1,3,1,0,2,2,24,1,17,12,2023
1.0,0,1,0,6,0,0,0,1,4626,1,1,82.5,82.0536,80,82.5,78.0357,77.4107,0,2,0,2,2,95,88,103,81,81,28,0,0,0,0,0,1,1,1,0,2,1,159,1,17,12,2023
1.0,0,2,0,5,0,0,0,1,6751,0,0,66.875,66.875,67.3214,75.5357,70,47.9464,2,2,2,2,1,94,95,102,76,0,18,0,0,0,2,1,1,3,5,0,2,1,159,1,16,12,2023
1.0,0,4,0,7,0,0,0,1,1579,1,1,68.75,65.2679,65.7143,68.75,66.7857,63.8393,2,2,2,2,2,83,76,75,73,63,19,0,2,2,2,2,0,0,0,0,0,0,-1,0,18,12,2023
1.0,0,1,0,2,0,0,0,1,6676,3,3,37.1429,35.4464,50.1786,58.0357,37.1429,29.0179,1,1,1,1,1,90,91,54,0,0,10,0,0,1,1,1,1,1,3,11,2,1,159,1,18,12,2023
1.0,0,2,0,5,0,0,0,1,6523,0,0,82.0536,82.0536,82.0536,82.8571,78.9286,79.4643,0,0,0,2,2,94,93,99,81,87,31,0,0,0,0,0,1,2,5,9,2,2,0,1,18,12,2023
0.0,1,1,0,2,0,0,0,1,7019,4,4,28.6607,45.0893,53.0357,57.3214,36.4286,28.6607,1,1,1,1,1,74,87,86,0,0,7,2,0,0,1,1,1,3,2,0,2,1,78,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6635,1,1,85.4464,84.5536,84.8214,85.4464,84.4643,83.9286,0,0,0,0,0,97,96,96,93,92,34,0,0,0,0,0,1,1,1,9,2,3,159,1,18,12,2023
1.0,0,3,0,7,0,1,0,1,7034,2,2,64.1071,67.1429,64.1071,75,73.4821,50.625,2,2,2,2,1,97,83,96,91,3,20,0,0,0,0,1,1,1,4,0,2,2,147,1,18,12,2023
1.0,0,4,0,7,0,0,0,1,7168,1,1,75.625,74.6429,72.1429,75.625,74.8214,59.9107,2,2,2,2,1,84,90,105,88,33,23,0,0,0,0,1,1,1,1,9,2,2,159,1,18,12,2023
0.0,0,2,0,4,0,0,1,1,6662,0,0,84.0179,84.0179,81.0714,81.9643,80.5357,81.3393,0,0,0,0,0,91,86,101,89,91,28,0,0,0,0,0,1,1,5,0,1,1,159,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,5753,1,1,83.5714,83.75,82.7679,83.5714,82.4107,81.7857,0,0,0,0,0,94,92,98,91,89,34,0,0,0,0,0,1,1,1,0,2,3,159,1,17,12,2023
1.0,0,4,0,7,0,0,0,1,6922,2,2,64.375,66.6964,64.375,73.9286,71.5179,48.4821,2,2,2,2,1,93,86,99,86,0,18,0,0,0,0,1,1,1,4,0,2,2,145,1,18,12,2023
0.0,0,1,0,6,0,0,0,1,6331,4,4,72.7679,75.1786,75.1786,75.9821,74.1071,72.7679,2,2,2,2,2,86,86,89,80,77,16,0,0,0,2,2,1,1,2,0,2,1,156,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,6922,1,1,67.8571,54.1071,59.2857,67.8571,48.2143,36.6071,1,1,2,1,1,92,90,96,20,0,9,0,0,0,1,1,1,1,1,0,2,1,159,1,18,12,2023
1.0,0,2,0,4,0,1,0,1,6961,0,0,66.875,66.875,68.0357,76.4286,74.375,50,2,2,2,2,1,96,97,95,88,0,23,0,0,0,0,1,1,1,5,0,2,2,159,1,18,12,2023
1.0,0,3,0,4,0,0,0,1,2139,2,2,8.125,8.125,8.125,32.5,16.25,16.25,1,1,1,1,1,91,0,0,0,0,8,0,1,1,1,1,1,2,4,0,2,2,0,1,17,12,2023
1.0,0,2,0,5,0,1,0,1,1862,4,4,16.7857,8.57143,9.64286,33.5714,17.1429,16.7857,1,1,1,1,1,92,4,0,0,0,5,0,1,1,1,1,1,2,2,0,2,1,0,1,18,12,2023
0.0,0,3,0,6,0,1,0,1,4002,0,0,80.0893,80.0893,80.1786,78.4821,78.8393,78.8393,0,0,2,2,2,84,91,92,88,89,25,0,0,0,0,0,1,1,5,9,2,2,159,1,18,12,2023
1.0,0,2,0,2,0,0,0,1,6974,0,0,69.1964,69.1964,65.9821,75.625,74.0179,50,2,2,2,2,1,94,87,103,91,0,18,0,0,0,0,1,1,1,5,0,2,2,159,1,18,12,2023
0.0,0,4,0,6,0,0,0,1,6036,1,1,84.6429,83.9286,82.0536,84.6429,81.9643,80.8036,0,0,0,0,0,98,90,101,89,85,28,0,0,0,0,0,1,2,1,0,2,1,0,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,6983,0,0,59.5536,59.5536,61.7857,71.0714,55.3571,40.625,1,2,2,1,1,94,89,102,38,0,18,0,0,0,1,1,1,2,5,0,2,1,0,1,17,12,2023
1.0,0,1,0,6,0,0,1,1,6904,1,1,83.125,85.7143,83.4821,83.125,81.7857,80.1786,0,0,0,0,0,89,93,107,90,85,37,0,0,0,0,0,1,3,1,0,2,1,42,1,18,12,2023
1.0,1,3,0,2,4,0,0,1,6953,2,2,45.7143,26.3393,45.7143,54.1071,35.1786,27.0536,1,1,1,1,1,92,91,28,0,0,10,0,0,1,1,1,1,1,1,0,2,2,144,1,18,12,2023
1.0,0,2,0,6,0,0,0,1,7026,1,1,74.5536,67.0536,64.9107,74.5536,72.8571,49.1964,2,2,2,2,1,94,87,98,89,0,21,0,0,0,0,1,1,1,1,0,2,1,153,1,17,12,2023
1.0,0,4,0,7,0,0,0,1,6910,2,2,59.6429,52.8571,59.6429,65.8929,41.3393,32.9464,1,1,2,1,1,86,94,103,0,0,21,0,0,0,1,1,1,1,4,0,2,1,147,1,17,12,2023
0.0,0,1,0,2,0,0,0,1,6937,0,0,12.8571,12.8571,26.5179,42.3214,25.7143,21.1607,1,1,1,1,1,93,51,0,0,0,5,0,1,1,1,1,1,1,5,0,1,1,144,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,6033,1,1,83.125,83.3929,83.75,83.125,80.625,79.8214,0,0,0,0,2,91,97,101,85,86,31,0,0,0,0,0,1,3,1,0,2,3,78,1,17,12,2023
1.0,0,3,0,6,0,0,1,1,6146,2,2,82.5893,83.0357,82.5893,82.1429,79.7321,82.3214,0,0,0,2,0,91,91,97,84,96,31,0,0,0,0,0,1,1,4,0,2,1,156,1,17,12,2023
0.0,0,3,0,6,0,0,0,1,7024,1,1,76.9643,74.2857,72.3214,76.9643,77.3214,59.8214,2,2,2,2,1,88,92,102,94,28,20,0,0,0,0,1,1,1,1,0,2,1,159,1,18,12,2023
1.0,0,2,0,6,0,0,0,1,6695,1,1,59.8214,42.5,51.6964,59.8214,37.5,29.9107,1,1,1,1,1,87,85,76,0,0,13,0,0,2,1,1,1,2,1,0,2,1,0,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6955,1,1,65.8929,48.0357,56.6964,65.8929,43.5714,34.0179,1,1,2,1,1,95,91,84,8,0,12,0,0,0,1,1,1,1,1,0,2,1,159,1,18,12,2023
1.0,0,2,0,4,0,0,0,1,6927,0,0,85.2679,85.2679,83.3929,83.8393,83.3929,81.0714,0,0,0,0,0,92,93,103,94,85,31,0,0,0,0,0,1,1,5,0,2,3,159,1,16,12,2023
0.0,0,3,0,6,0,1,0,1,7051,0,0,83.8393,83.8393,81.9643,84.9107,82.6786,80.8929,0,0,0,0,0,99,90,100,91,84,31,0,0,0,0,0,1,2,5,0,2,2,0,1,18,12,2023
1.0,0,0,0,5,0,0,0,1,6509,2,2,81.4286,86.4286,81.4286,85.4464,82.2321,83.2143,0,0,0,0,0,100,82,106,90,91,37,0,0,0,0,0,1,3,4,0,2,2,84,1,18,12,2023
1.0,0,2,0,5,0,0,0,1,5715,4,4,81.4286,84.8214,85.1786,85.3571,83.75,81.4286,0,0,0,0,0,95,99,101,91,85,31,0,0,0,0,0,1,1,2,0,2,3,159,1,18,12,2023
