Genero,Campesino,Estrato,Autoidentificacion_Etnica,NIvel_educacion,Discapacidad,Tipo_formacion,Victima_del_conflicto,Disponibilidad_Equipo,tiempo_segundos,Eje_tematico,Eje Final,Puntaje_eje_tematico_selecionado,linea_1_programacion,linea_2_inteligecia_artificial,linea_3_analisis_de_datos,linea_4_blockchain,linea_5_arquitectura_en_la_nube,linea_1_des_programacion,linea_2_des_inteligecia_artificial,linea_3_des_analisis_de_datos,linea_4_des_blockchain,linea_5_des_arquitectura_en_la_nube,area_1_alfabetizacion_datos,area_2_comunicacion_y_colaboracion,area_3_contenidos_digitales,area_4_seguridad,area_5_solucion_de_problemas,area_6_igles,area_1_des_alfabetizacion_datos,area_2_des_comunicacion_y_colaboracion,area_3_des_contenidos_digitales,area_4_des_seguridad,area_5_des_solucion_de_problemas,Matriculado (SI o NO),"Estado (FORMADO, NO APROBADO, INACTIVO, EN FORMACION)",Programa de Formación (Nombre del Curso),"Cohorte (1,2,3,4,5,6,7 o 8)","Tipo de formación (PRESENCIAL,VIRTUAL,HIBRIDO)",Nivel,Asistencia horas,Total_horas posibles,dia,mes,year
1.0,0,3,0,6,0,1,0,1,5230,4,4,81.7857,85.0893,83.75,84.375,81.9643,81.7857,0,0,0,0,0,94,93,103,88,89,34,0,0,0,0,0,1,1,2,0,2,3,159,1,16,12,2023
1.0,0,1,0,6,0,0,0,1,4810,2,2,81.4286,82.5,81.4286,82.1429,79.4643,77.1429,0,0,0,2,2,91,93,103,85,79,37,0,0,0,0,2,1,1,4,0,2,3,144,1,16,12,2023
1.0,0,2,0,6,0,0,0,1,6772,1,1,80.2679,78.3929,76.4286,80.2679,80.5357,68.3036,2,2,0,0,2,92,92,101,96,49,23,0,0,0,0,1,1,1,1,9,2,2,159,1,17,12,2023
1.0,0,3,0,6,0,0,0,1,7155,0,0,58.5714,58.5714,61.0714,71.0714,58.3929,41.9643,1,2,2,1,1,96,88,94,48,0,18,0,0,0,1,1,1,1,5,0,2,1,159,1,18,12,2023
1.0,0,3,0,4,0,0,1,1,4686,1,1,60,38.6607,51.25,60,37.9464,30,1,1,1,1,1,92,89,63,0,0,13,0,0,2,1,1,1,1,1,0,2,1,129,1,18,12,2023
1.0,0,2,0,2,0,0,0,1,7,4,4,0.714286,0.357143,0.357143,1.42857,0.714286,0.714286,1,1,1,1,1,4,0,0,0,0,0,1,1,1,1,1,1,2,1,0,2,2,0,1,18,12,2023
1.0,0,3,0,7,0,0,0,1,7052,2,2,67.6786,69.1071,67.6786,75.4464,74.4643,49.9107,2,2,2,2,1,91,93,102,91,0,26,0,0,0,0,1,1,1,4,11,2,2,159,1,18,12,2023
1.0,0,1,0,2,1,0,0,1,6822,3,3,40.625,47.5,56.0714,65.1786,40.625,32.5893,1,1,2,1,1,94,90,87,0,0,7,0,0,0,1,1,1,1,3,0,2,1,141,1,18,12,2023
0.0,1,1,0,5,0,0,0,1,7010,3,3,82.3214,82.5,82.5,82.5893,82.3214,80.8036,0,0,0,0,0,92,94,95,92,87,34,0,0,0,0,0,1,1,5,0,2,1,159,1,18,12,2023
0.0,0,2,2,5,0,0,0,1,5262,4,4,79.1964,79.375,78.3929,80.2679,80.0893,79.1964,2,2,0,0,2,93,86,89,91,86,19,0,0,0,0,0,1,1,1,0,2,2,159,1,18,12,2023
0.0,0,3,1,6,0,0,0,1,4955,3,3,80.8036,80.8929,81.875,83.2143,80.8036,81.25,0,0,0,0,0,97,93,91,86,90,28,0,0,0,0,0,1,1,2,0,2,3,159,1,18,12,2023
0.0,0,3,0,7,0,0,0,1,4012,0,0,87.2321,87.2321,83.5714,86.0714,82.2321,85,0,0,0,0,0,99,86,106,87,97,34,0,0,0,0,0,1,2,5,0,2,1,0,1,16,12,2023
0.0,0,3,0,5,0,0,0,1,5036,3,3,83.9286,85,83.6607,84.6429,83.9286,82.4107,0,0,0,0,0,95,93,100,94,88,37,0,0,0,0,0,1,1,5,11,2,2,156,1,18,12,2023
0.0,0,1,0,5,0,0,0,1,6995,1,1,85,86.875,84.0179,85,84.2857,83.0357,0,0,0,0,0,94,91,105,95,89,37,0,0,0,0,0,1,1,1,9,2,3,159,1,18,12,2023
0.0,1,2,0,7,0,0,1,1,6575,0,0,84.5536,84.5536,83.8393,82.5,80.2679,80.4464,0,0,0,0,0,88,95,104,85,89,31,0,0,0,0,0,1,1,1,0,2,2,159,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,334,2,2,1.96429,1.96429,1.96429,7.85714,3.92857,3.92857,1,1,1,1,1,22,0,0,0,0,0,1,1,1,1,1,1,1,4,0,2,1,159,1,18,12,2023
0.0,0,2,0,5,0,0,0,1,5994,3,3,76.3393,76.9643,76.6071,77.5,76.3393,75.625,2,2,2,2,2,88,86,89,84,82,19,0,0,0,0,0,1,3,5,0,1,1,4,1,18,12,2023
0.0,0,3,0,6,0,1,0,1,6644,1,1,84.5536,86.6964,85.0893,84.5536,84.5536,85,0,0,0,0,0,92,93,101,95,96,25,0,0,0,0,0,1,1,1,11,2,2,156,1,18,12,2023
0.0,1,3,0,7,0,0,0,1,7031,0,0,60.7143,60.7143,63.4821,71.25,59.5536,42.3214,2,2,2,1,1,91,93,99,50,0,9,0,0,0,1,1,1,2,5,0,2,1,0,1,18,12,2023
1.0,0,3,0,2,0,0,0,1,7130,1,1,70.1786,59.6429,61.6964,70.1786,56.7857,40.9821,1,2,2,1,1,91,89,100,44,0,21,0,0,0,1,1,1,1,1,0,2,1,132,1,18,12,2023
0.0,1,1,2,4,0,0,1,1,4202,2,2,76.5179,78.6607,76.5179,78.9286,77.1429,78.0357,2,2,2,2,2,92,81,91,85,87,31,0,0,0,0,0,1,1,4,0,2,1,153,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,6089,4,4,78.3036,81.1607,80,79.8214,80.7143,78.3036,0,2,2,0,2,87,90,95,93,83,19,0,0,0,0,0,1,1,2,0,2,1,159,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,5807,1,1,84.7321,85.8929,85,84.7321,83.3929,83.3036,0,0,0,0,0,93,95,102,91,92,28,0,0,0,0,0,1,3,1,0,2,2,27,1,18,12,2023
0.0,0,2,0,5,0,0,0,1,2542,1,1,64.375,50.5357,54.9107,64.375,42.3214,33.3929,1,1,2,1,1,90,82,94,9,0,21,0,0,0,1,1,1,2,1,0,2,2,0,1,17,12,2023
0.0,0,4,0,7,0,0,0,1,7120,4,4,82.2321,84.4643,84.8214,84.2857,82.0536,82.2321,0,0,0,0,0,93,97,100,87,91,28,0,0,0,0,0,1,2,2,9,2,2,0,1,18,12,2023
1.0,0,2,0,4,0,0,0,1,7011,2,2,80.625,82.1429,80.625,81.0714,80.9821,77.8571,0,0,0,0,2,89,91,99,92,80,26,0,0,0,0,2,1,1,4,0,2,1,159,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6993,0,0,79.0179,79.0179,78.6607,79.8214,77.9464,74.7321,2,2,2,2,2,90,91,96,85,75,28,0,0,0,0,2,1,1,5,0,2,2,138,1,18,12,2023
0.0,0,2,0,6,0,1,0,1,6657,3,3,79.5536,83.0357,82.0536,81.1607,79.5536,78.6607,0,0,0,2,2,87,93,102,86,85,37,0,0,0,0,0,1,1,4,0,2,1,138,1,18,12,2023
0.0,0,2,0,5,0,0,0,1,5613,1,1,76.25,76.3393,76.1607,76.25,75.0893,74.7321,2,2,2,2,2,85,86,89,82,82,19,0,0,0,0,0,1,2,1,0,2,1,0,1,18,12,2023
0.0,1,1,0,2,0,0,0,1,4611,4,4,75.2679,76.0714,76.3393,74.375,75.625,75.2679,2,2,2,2,2,79,87,86,86,85,22,2,0,0,0,0,1,1,2,0,2,1,159,1,17,12,2023
0.0,0,3,1,6,0,0,0,1,5104,1,1,82.5893,83.125,82.4107,82.5893,80.8929,79.0179,0,0,0,0,2,91,94,101,88,83,28,0,0,0,0,0,1,2,4,0,2,1,0,1,18,12,2023
1.0,0,3,0,7,0,1,0,1,4769,1,1,81.9643,81.5179,81.4286,81.9643,78.6607,78.2143,0,0,0,2,2,92,93,99,82,84,28,0,0,0,0,0,1,1,1,0,2,2,159,1,18,12,2023
0.0,0,3,0,6,0,1,0,1,6997,1,1,70.8929,63.3036,63.6607,70.8929,63.4821,44.0179,2,2,2,2,1,87,90,101,64,0,12,0,0,0,2,1,1,1,1,9,1,1,159,1,18,12,2023
0.0,0,4,0,7,0,1,0,1,4310,1,1,79.7321,78.0357,77.4107,79.7321,74.9107,74.7321,2,2,2,2,2,93,87,96,76,79,22,0,0,0,2,2,1,3,1,0,2,2,24,1,17,12,2023
0.0,0,3,0,7,0,0,0,1,4833,3,3,83.6607,83.3036,81.7857,83.0357,83.6607,79.8214,0,0,0,0,2,93,92,98,97,81,28,0,0,0,0,0,1,1,3,0,2,1,153,1,18,12,2023
1.0,0,3,0,7,0,0,0,1,7084,2,2,64.5536,59.2857,64.5536,68.6607,61.6964,42.2321,1,2,2,2,1,82,100,91,59,0,12,0,0,0,1,1,1,2,4,0,2,1,0,1,18,12,2023
1.0,0,2,0,6,0,1,0,1,5644,2,2,82.4107,84.6429,82.4107,85,84.0179,81.7857,0,0,0,0,0,98,90,100,95,85,31,0,0,0,0,0,1,3,4,0,1,3,33,1,17,12,2023
1.0,0,3,0,6,0,1,0,1,5063,2,2,80.8036,81.875,80.8036,80.625,79.375,78.2143,0,0,0,2,2,88,91,99,87,84,31,0,0,0,0,0,1,2,4,0,2,3,0,1,18,12,2023
0.0,0,2,0,5,0,0,0,1,6305,2,2,82.3214,83.2143,82.3214,82.0536,81.3393,80.8929,0,0,0,0,0,90,92,98,90,89,25,0,0,0,0,0,1,1,4,0,2,1,159,1,18,12,2023
1.0,0,1,0,2,0,0,0,1,4993,3,3,77.4107,77.9464,76.0714,76.6071,77.4107,74.1071,2,2,2,2,2,84,85,93,90,76,16,0,0,0,0,2,0,0,0,0,0,0,-1,0,18,12,2023
1.0,0,2,0,6,0,0,0,1,3815,3,3,67.9464,68.75,66.4286,69.375,67.9464,67.6786,2,2,2,2,2,82,70,80,76,73,28,0,2,2,2,2,1,1,2,11,2,1,159,1,18,12,2023
0.0,0,4,0,6,0,0,0,1,7088,1,1,82.8571,82.6786,79.6429,82.8571,82.5893,72.2321,0,2,0,0,2,93,93,108,97,57,26,0,0,0,0,1,1,2,1,0,2,2,0,1,18,12,2023
0.0,1,3,0,6,0,1,0,1,5725,3,3,75.0893,77.5893,77.5,80.0893,75.0893,73.6607,2,2,0,2,2,94,89,96,76,75,28,0,0,0,2,2,1,3,3,0,2,1,33,1,18,12,2023
0.0,0,2,0,5,0,0,0,1,6926,0,0,52.5893,52.5893,59.1071,67.0536,43.9286,34.4643,1,1,2,1,1,91,92,98,7,0,18,0,0,0,1,1,1,1,1,0,1,1,156,1,18,12,2023
1.0,0,3,0,3,0,0,0,1,6368,0,0,62.7679,62.7679,63.6607,68.3929,63.0357,43.0357,2,2,2,2,1,79,92,100,66,0,18,2,0,0,2,1,1,2,5,9,2,2,0,1,17,12,2023
1.0,0,3,2,6,4,1,0,1,7186,4,4,57.6786,71.6964,69.9107,76.5179,75.0893,57.6786,2,2,2,2,1,92,89,99,89,24,26,0,0,0,0,1,1,1,2,0,2,1,159,1,18,12,2023
1.0,0,2,2,4,0,0,0,1,3288,3,3,83.0357,82.0536,81.5179,82.8571,83.0357,79.4643,0,0,0,0,2,94,93,95,95,81,34,0,0,0,0,0,1,2,1,0,2,2,0,1,17,12,2023
0.0,0,4,0,6,0,0,0,1,6585,3,3,76.7857,74.1071,73.3036,78.125,76.7857,62.8571,2,2,2,2,2,92,92,98,89,38,26,0,0,0,0,1,1,1,4,11,2,2,159,1,17,12,2023
0.0,0,4,0,6,0,0,0,1,7142,1,1,82.0536,80.7143,77.6786,82.0536,82.0536,69.4643,0,2,0,0,2,94,92,106,98,49,23,0,0,0,0,1,1,2,1,9,2,3,0,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,6067,0,0,84.5536,84.5536,80.8929,82.2321,81.0714,80.1786,0,0,0,0,0,91,86,104,91,86,34,0,0,0,0,0,1,1,5,0,2,3,159,1,18,12,2023
0.0,1,3,0,7,0,0,0,1,6994,1,1,72.5,60.0893,63.3929,72.5,60.8036,43.2143,2,2,2,2,1,96,93,95,52,0,15,0,0,0,1,1,1,2,1,9,1,2,0,1,17,12,2023
1.0,0,2,0,2,0,0,0,1,5361,0,0,83.4821,83.4821,80.5357,80.0893,81.9643,79.2857,0,0,0,0,2,85,88,100,97,84,34,0,0,0,0,0,1,2,5,0,2,3,0,1,17,12,2023
1.0,0,3,0,6,0,1,0,1,6954,1,1,75,69.8214,68.2143,75,77.7679,51.1607,2,2,2,2,1,88,94,99,102,0,23,0,0,0,0,1,1,2,2,9,2,2,0,1,18,12,2023
1.0,0,1,0,5,0,0,0,1,7056,2,2,57.8571,50.4464,57.8571,66.7857,41.5179,33.3929,1,1,2,1,1,94,91,95,0,0,18,0,0,0,1,1,1,3,4,0,2,1,42,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,6639,3,3,35,26.25,45.0893,54.1071,35,27.0536,1,1,1,1,1,93,89,28,0,0,13,0,0,1,1,1,1,1,3,0,2,1,159,1,16,12,2023
1.0,0,2,0,2,0,0,0,1,3700,2,2,82.1429,85.0893,82.1429,84.0179,82.8571,81.9643,0,0,0,0,0,95,88,102,93,88,37,0,0,0,0,0,1,3,4,0,2,2,4,1,17,12,2023
1.0,1,2,0,4,0,0,0,1,1394,1,1,67.5,63.9286,66.6964,67.5,63.9286,62.9464,2,2,2,2,2,79,81,74,64,66,25,2,0,2,2,2,1,1,1,11,2,2,153,1,16,12,2023
0.0,0,1,4,6,3,0,0,1,7003,4,4,39.4643,59.4643,64.5536,72.2321,52.6786,39.4643,1,2,2,1,1,94,98,106,25,0,21,0,0,0,1,1,1,3,2,0,1,1,51,1,17,12,2023
0.0,0,3,0,2,0,0,0,1,2270,2,2,39.8214,15.7143,39.8214,46.7857,31.4286,23.3929,1,1,1,1,1,86,90,0,0,0,10,0,0,1,1,1,1,1,4,0,2,1,159,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,7234,2,2,55.625,50.3571,55.625,63.75,40.7143,32.4107,1,1,2,1,1,87,85,96,4,0,21,0,0,0,1,1,1,2,4,0,2,1,0,1,18,12,2023
0.0,0,4,0,7,0,0,0,1,1787,1,1,32.8571,8.30357,8.83929,32.8571,16.6071,16.4286,1,1,1,1,1,91,2,0,0,0,8,0,1,1,1,1,1,2,1,0,2,2,0,1,17,12,2023
0.0,0,2,0,4,0,0,0,1,1692,0,0,8.83929,8.83929,12.0536,33.2143,17.6786,16.6071,1,1,1,1,1,87,12,0,0,0,2,0,1,1,1,1,1,2,5,9,2,1,0,1,18,12,2023
1.0,0,3,0,5,0,0,0,1,6542,3,3,82.0536,83.5714,83.0357,83.9286,82.0536,81.6964,0,0,0,0,0,95,93,98,89,89,34,0,0,0,0,0,1,3,3,0,2,1,3,1,18,12,2023
1.0,0,4,0,6,0,0,0,1,713,4,4,8.75,4.375,4.375,17.5,8.75,8.75,1,1,1,1,1,49,0,0,0,0,0,1,1,1,1,1,1,1,2,0,2,1,159,1,18,12,2023
0.0,0,3,0,6,0,1,0,1,6272,0,0,82.2321,82.2321,82.7679,81.5179,80.8036,81.6071,0,0,0,0,0,89,94,94,88,93,28,0,0,0,0,0,1,3,5,0,1,1,30,1,18,12,2023
1.0,0,2,0,6,0,0,0,1,5146,1,1,81.6071,84.0179,81.25,81.6071,80.3571,79.9107,0,0,0,0,2,89,88,103,89,87,31,0,0,0,0,0,1,1,1,0,2,2,159,1,18,12,2023
0.0,0,4,0,7,0,0,0,1,6908,2,2,68.3929,68.4821,68.3929,76.1607,73.8393,49.7321,2,2,2,2,1,93,96,101,87,0,23,0,0,0,0,1,1,3,4,0,2,2,24,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,7013,1,1,74.1964,67.8571,66.9643,74.1964,71.3393,48.2143,2,2,2,2,1,89,93,103,83,0,18,0,0,0,0,1,1,1,1,9,1,2,159,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,7268,2,2,57.4107,54.0179,57.4107,67.3214,46.1607,35.8036,1,1,2,1,1,93,84,99,16,0,18,0,0,0,1,1,1,3,4,0,2,1,46,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6217,0,0,81.6071,81.6071,80.0893,81.6964,79.1964,80.9821,0,0,0,2,0,94,86,95,85,92,28,0,0,0,0,0,1,1,5,0,2,3,141,1,18,12,2023
0.0,0,2,0,2,0,1,0,1,6918,0,0,74.375,74.375,73.8393,76.0714,75.8036,64.1964,2,2,2,2,2,85,92,97,88,46,26,0,0,0,0,1,1,1,5,0,2,1,159,1,16,12,2023
1.0,0,2,0,6,0,0,0,1,5051,0,0,79.6429,79.6429,78.5714,79.7321,76.3393,75.8929,2,2,2,2,2,90,88,98,80,81,25,0,0,0,2,0,1,1,5,0,1,2,159,1,18,12,2023
0.0,0,2,0,2,0,0,0,1,4064,0,0,7.05357,7.05357,7.05357,28.2143,14.1071,14.1071,1,1,1,1,1,79,0,0,0,0,5,2,1,1,1,1,1,3,5,0,2,1,87,1,18,12,2023
1.0,0,2,0,2,0,0,0,1,6920,4,4,25.1786,24.1964,40.4464,50.3571,32.1429,25.1786,1,1,1,1,1,89,78,26,0,0,4,0,2,1,1,1,1,3,5,0,2,1,6,1,17,12,2023
1.0,0,2,0,6,0,0,0,1,2899,1,1,71.1607,68.4821,69.2857,71.1607,67.9464,65.0893,2,2,2,2,2,83,82,83,71,64,25,0,0,0,2,2,1,2,1,0,2,1,0,1,18,12,2023
1.0,1,1,0,4,0,1,1,1,1352,0,0,4.28571,4.28571,4.28571,17.1429,8.57143,8.57143,1,1,1,1,1,48,0,0,0,0,0,1,1,1,1,1,1,1,5,9,2,1,159,1,17,12,2023
0.0,0,3,2,4,0,0,0,1,5139,0,0,74.4643,74.4643,74.1071,76.9643,71.875,73.125,2,2,2,2,2,92,82,89,72,80,22,0,0,0,2,2,1,2,5,0,1,2,0,1,18,12,2023
0.0,0,4,0,6,0,1,0,1,6930,1,1,68.3929,51.7857,58.6607,68.3929,42.3214,34.1964,1,1,2,1,1,97,91,98,0,0,10,0,0,0,1,1,1,1,1,0,1,2,159,1,18,12,2023
1.0,0,3,0,2,0,0,0,1,7013,3,3,61.4286,62.5893,63.0357,72.7679,61.4286,43.75,2,2,2,2,1,95,88,102,55,0,15,0,0,0,1,1,1,1,3,11,2,1,159,1,17,12,2023
0.0,0,4,0,6,0,0,0,1,1915,2,2,68.3036,64.9107,68.3036,71.6071,67.5893,68.6607,2,2,2,2,2,91,80,67,68,76,19,0,2,2,2,2,1,1,4,0,2,1,141,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,7028,2,2,83.5714,84.1071,83.5714,85.0893,83.8393,81.25,0,0,0,0,0,97,95,99,93,84,28,0,0,0,0,0,1,1,4,0,2,1,159,1,18,12,2023
1.0,1,2,1,6,0,1,0,1,7029,4,4,45.1786,63.4821,64.9107,72.9464,65.0893,45.1786,2,2,2,2,1,92,93,99,65,0,18,0,0,0,2,1,1,1,2,0,2,1,145,1,16,12,2023
0.0,0,4,0,6,0,1,0,1,6542,1,1,82.1429,82.0536,78.8393,82.1429,82.5,73.5714,0,2,0,0,2,93,90,104,98,62,23,0,0,0,0,2,1,1,1,0,2,2,159,1,17,12,2023
1.0,0,1,0,4,0,1,0,1,6941,0,0,75.9821,75.9821,74.375,80.4464,78.4821,63.0357,2,2,0,2,2,96,93,103,91,34,26,0,0,0,0,1,1,1,5,0,2,2,159,1,17,12,2023
1.0,0,3,0,2,0,0,0,1,7022,0,0,68.75,68.75,66.6964,75.3571,72.6786,50.4464,2,2,2,2,1,93,89,102,86,4,23,0,0,0,0,1,1,1,5,0,2,2,159,1,16,12,2023
0.0,0,3,0,6,0,0,0,1,6514,1,1,74.6429,64.9107,65.1786,74.6429,69.1964,47.5,2,2,2,2,1,96,91,97,76,0,15,0,0,0,2,1,1,1,1,0,2,2,159,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,6221,1,1,77.0536,76.7857,73.9286,77.0536,77.9464,72.8571,2,2,2,2,2,89,81,91,93,70,19,0,0,0,0,2,1,1,1,0,2,1,159,1,18,12,2023
0.0,0,2,0,5,0,0,0,1,7058,0,0,80.4464,80.4464,76.6964,81.0714,79.5536,69.7321,0,2,0,2,2,93,88,107,92,54,23,0,0,0,0,1,1,3,5,0,2,2,34,1,18,12,2023
1.0,0,4,0,6,0,0,0,1,7013,1,1,83.125,84.4643,85.4464,83.125,81.0714,81.0714,0,0,0,0,0,88,100,102,85,90,34,0,0,0,0,0,1,1,1,9,2,3,159,1,17,12,2023
1.0,0,3,0,7,0,1,0,1,7117,2,2,73.9286,77.9464,73.9286,79.7321,77.6786,66.6071,2,2,2,2,2,94,85,105,90,47,26,0,0,0,0,1,0,0,0,0,0,0,-1,0,16,12,2023
0.0,0,3,0,6,0,0,0,1,7051,1,1,84.0179,84.7321,84.1071,84.0179,82.3214,82.6786,0,0,0,0,0,93,94,100,89,92,37,0,0,0,0,0,1,2,1,0,1,2,0,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6844,1,1,79.1964,78.6607,77.2321,79.1964,79.8214,65.4464,2,2,2,2,2,86,97,106,95,42,29,0,0,0,0,1,1,1,1,0,2,1,159,1,17,12,2023
1.0,0,2,0,6,0,0,0,1,7136,1,1,60.7143,43.8393,53.5714,60.7143,38.3036,30.3571,1,1,2,1,1,86,89,79,0,0,4,0,0,2,1,1,1,3,1,0,2,2,2,1,17,12,2023
0.0,0,2,0,4,0,0,0,1,384,0,0,1.16071,1.16071,1.16071,4.64286,2.32143,2.32143,1,1,1,1,1,13,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-1,0,16,12,2023
1.0,0,2,2,5,0,0,0,1,1876,0,0,7.94643,7.94643,10.3571,30.1786,15.8929,15.0893,1,1,1,1,1,80,9,0,0,0,5,2,1,1,1,1,1,2,5,9,2,2,0,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,6726,2,2,79.7321,82.6786,79.7321,79.6429,80.8929,82.4107,0,2,2,0,0,87,83,94,94,96,22,0,0,0,0,0,0,0,0,0,0,0,-1,0,18,12,2023
0.0,0,2,0,7,0,0,0,1,6420,1,1,84.1071,84.5536,85.5357,84.1071,83.3929,82.0536,0,0,0,0,0,91,100,99,91,89,34,0,0,0,0,0,1,1,1,0,2,1,159,1,18,12,2023
1.0,0,2,0,6,0,1,0,1,3461,0,0,83.0357,83.0357,78.4821,79.2857,79.0179,81.0714,0,2,2,2,0,87,79,99,90,94,37,0,2,0,0,0,1,1,5,0,2,2,159,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,4999,0,0,82.9464,82.9464,82.5893,83.125,80.625,79.6429,0,0,0,0,2,93,94,100,86,85,34,0,0,0,0,0,1,3,5,0,2,1,95,1,18,12,2023
1.0,0,3,0,7,0,0,0,1,7011,2,2,65.625,67.4107,65.625,74.4643,73.2143,53.2143,2,2,2,2,1,94,85,93,89,13,20,0,0,0,0,1,0,0,0,0,0,0,-1,0,18,12,2023
1.0,0,2,0,6,0,0,0,1,7211,2,2,65.1786,61.3393,65.1786,73.0357,58.9286,42.4107,2,2,2,1,1,94,97,102,44,0,21,0,0,0,1,1,1,1,4,0,2,1,159,1,18,12,2023
1.0,0,2,0,5,0,0,0,1,6079,2,2,85.9821,87.3214,85.9821,84.0179,83.8393,83.8393,0,0,0,0,0,88,96,105,93,94,37,0,0,0,0,0,1,3,4,0,2,2,87,1,18,12,2023
0.0,1,2,0,3,0,1,0,1,4836,0,0,71.3393,71.3393,67.0536,72.5893,67.9464,67.5,2,2,2,2,2,89,68,90,72,69,16,0,2,0,2,2,1,1,5,0,2,1,159,1,18,12,2023
1.0,0,3,0,4,0,0,0,1,4222,0,0,79.8214,79.8214,81.6071,80.8036,75.8036,80.1786,2,0,0,2,0,91,93,93,73,96,25,0,0,0,2,0,1,1,5,9,2,2,159,1,18,12,2023
1.0,0,3,0,7,0,0,0,1,6890,0,0,81.0714,81.0714,82.3214,82.9464,79.8214,80.0893,0,0,0,2,0,95,95,94,83,88,31,0,0,0,0,0,1,2,5,0,1,1,0,1,17,12,2023
1.0,1,2,0,2,0,0,0,1,6500,2,2,63.3036,62.0536,63.3036,70.0893,64.1071,44.0179,2,2,2,2,1,86,91,96,67,0,9,0,0,0,2,1,1,1,4,0,2,1,159,1,18,12,2023
0.0,0,3,0,6,0,0,0,1,1074,4,4,16.4286,8.48214,10.0893,32.8571,16.9643,16.4286,1,1,1,1,1,89,6,0,0,0,2,0,1,1,1,1,1,2,2,9,2,1,0,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,7072,0,0,54.6429,54.6429,62.0536,69.1964,45.5357,35.5357,1,2,2,1,1,92,98,102,7,0,21,0,0,0,1,1,1,3,5,0,2,1,48,1,18,12,2023
1.0,0,2,0,4,0,0,0,1,7062,0,0,49.8214,49.8214,54.1964,63.5714,39.0179,31.7857,1,1,2,1,1,89,81,97,0,0,12,0,0,0,1,1,1,2,5,0,2,1,0,1,17,12,2023
0.0,0,3,0,6,0,1,0,1,6014,3,3,82.8571,85.7143,84.375,85.4464,82.8571,82.1429,0,0,0,0,0,96,94,104,89,88,31,0,0,0,0,0,1,1,4,0,2,1,159,1,18,12,2023
0.0,1,3,0,6,0,0,0,1,7168,2,2,83.2143,81.7857,83.2143,83.6607,82.9464,78.2143,0,0,0,0,2,94,100,96,92,77,22,0,0,0,0,2,1,3,4,0,2,2,35,1,16,12,2023
1.0,0,3,0,4,0,1,0,1,6557,1,1,84.4643,85.625,84.7321,84.4643,83.5714,83.9286,0,0,0,0,0,93,94,100,92,94,34,0,0,0,0,0,0,0,0,0,0,0,-1,0,18,12,2023
1.0,0,3,0,7,0,1,0,1,7025,4,4,27.1429,27.3214,46.1607,54.2857,35.2679,27.1429,1,1,1,1,1,91,91,31,0,0,10,0,0,1,1,1,1,2,2,0,1,1,0,1,17,12,2023
0.0,0,2,0,5,0,0,1,1,7135,2,2,31.5179,13.8393,31.5179,43.5714,27.6786,21.7857,1,1,1,1,1,89,66,0,0,0,8,0,2,1,1,1,1,1,4,0,1,2,159,1,18,12,2023
1.0,0,2,0,6,3,1,0,1,6891,2,2,83.3929,85.2679,83.3929,83.75,83.2143,84.0179,0,0,0,0,0,93,90,99,93,95,34,0,0,0,0,0,1,2,4,0,2,3,0,1,18,12,2023
1.0,0,2,0,4,0,1,0,1,7067,2,2,74.1071,75.1786,74.1071,79.4643,78.8393,65.625,2,2,2,2,2,95,91,96,93,43,26,0,0,0,0,1,1,2,4,0,2,1,0,1,18,12,2023
1.0,0,3,0,6,0,0,0,1,5907,0,0,64.8214,64.8214,64.1964,72.1429,65.8929,45.4464,2,2,2,2,1,89,89,102,70,0,18,0,0,0,2,1,1,1,5,0,2,1,159,1,18,12,2023
0.0,0,4,0,6,0,0,0,1,5476,2,2,69.8214,68.125,69.8214,72.0536,69.5536,66.875,2,2,2,2,2,86,83,78,74,67,22,0,0,2,2,2,1,1,4,0,2,1,159,1,18,12,2023
0.0,0,2,0,6,0,0,0,1,6871,0,0,61.25,61.25,63.5714,72.3214,60,42.8571,2,2,2,1,1,94,92,100,50,0,18,0,0,0,1,1,1,2,5,0,2,2,0,1,18,12,2023
0.0,0,3,0,6,0,1,0,1,7030,2,2,72.8571,75.2679,72.8571,80.3571,76.25,63.125,2,2,0,2,2,99,88,103,85,37,23,0,0,0,0,1,1,2,4,0,1,2,0,1,18,12,2023
1.0,0,2,0,6,0,1,0,1,1694,3,3,69.0179,69.375,65.5357,69.6429,69.0179,69.2857,2,2,2,2,2,84,65,79,80,76,22,0,2,2,2,2,1,2,1,0,2,2,0,1,17,12,2023
