Genero,Campesino,Estrato,Autoidentificacion_Etnica,NIvel_educacion,Discapacidad,Tipo_formacion,Victima_del_conflicto,Disponibilidad_Equipo,tiempo_segundos,Eje_tematico,Eje Final,Puntaje_eje_tematico_selecionado,linea_1_programacion,linea_2_inteligecia_artificial,linea_3_analisis_de_datos,linea_4_blockchain,linea_5_arquitectura_en_la_nube,linea_1_des_programacion,linea_2_des_inteligecia_artificial,linea_3_des_analisis_de_datos,linea_4_des_blockchain,linea_5_des_arquitectura_en_la_nube,area_1_alfabetizacion_datos,area_2_comunicacion_y_colaboracion,area_3_contenidos_digitales,area_4_seguridad,area_5_solucion_de_problemas,area_6_igles,area_1_des_alfabetizacion_datos,area_2_des_comunicacion_y_colaboracion,area_3_des_contenidos_digitales,area_4_des_seguridad,area_5_des_solucion_de_problemas,Matriculado (SI o NO),"Estado (FORMADO, NO APROBADO, INACTIVO, EN FORMACION)",Programa de Formación (Nombre del Curso),"Cohorte (1,2,3,4,5,6,7 o 8)","Tipo de formación (PRESENCIAL,VIRTUAL,HIBRIDO)",Nivel,Asistencia horas,Total_horas posibles,dia,mes,year,promedio_lineas,promedio_areas,exito_academico,ratio_asistencia
1.0,0,-0.451431494690137,-0.21199188994265883,-1.5093990773287487,-0.1307135449559313,-0.4171665555504632,0,1,0.4218464688771517,-1.137025606083052,-1.1538543344351937,0.9132062007129493,0.9048206207940567,0.9147780593355844,0.8362067363220745,0.9704937025534379,1.0104343969862095,-1.2529781479475246,-1.3990797319848232,-1.265851032939769,-1.4054464303081737,-1.6315420440362822,0.48577869953320174,0.7710121870978539,0.6712834039508563,1.0133829600556647,0.9899865282619071,1.0743213277444534,-0.4022069832478516,-0.598532409066217,-0.6632966658500749,-0.896209592381676,-1.269508570240477,1,0.15380559022111423,1.6817391813776676,3.5800801865394374,0.03867455727704239,2.314568503901543,1.5537047094856253,0.9382378192986429,-2.286067103175293,0.0,0.0,0.9038153782302693,0.9480358157709133,1,1.5537047094856253
0.0,0,-0.451431494690137,-0.21199188994265883,-0.3584290808858387,-0.1307135449559313,-0.4171665555504632,0,1,0.38839785299596435,-0.408523415123371,-0.4043791923939547,0.554765998593574,0.5806708234358843,0.44066786181730244,0.42403248418132816,0.5101868049308893,0.6673392900850603,1.2618731202788722,1.0894178181854943,1.0851771620095783,1.1343202159779506,1.1819294042325492,0.2055093785452654,0.059112826638288665,0.4788694512976616,0.5922055504530187,0.8166901287904986,-0.5169078805406242,-0.4022069832478516,2.519450492434511,-0.6632966658500749,1.9995949087165186,1.6271690918636195,1,1.1914094635132293,-0.3335614078081705,-0.38949560102026576,1.0937436198349535,0.17508030442649514,-0.689193843090239,0.9382378192986429,0.6170234198443745,0.0,0.0,0.5674895853976626,0.491029017266249,0,-0.689193843090239
0.0,1,0.6726293127448725,4.689828018768634,0.7925409155570712,-0.1307135449559313,-0.4171665555504632,0,1,0.8866061842789129,0.31997877583630996,0.34509594964728435,0.409537706760477,0.48516008564429886,0.4160382680654979,0.5183431108730235,0.5477618761775785,0.2014911404772458,1.2618731202788722,1.0894178181854943,1.0851771620095783,1.1343202159779506,-0.22480631990186647,0.4457402251063537,0.4862524429140278,0.6953351480325057,0.6417558339356829,-0.34687141051753,-0.4285062578581199,-0.4022069832478516,-0.598532409066217,-0.6632966658500749,-0.896209592381676,0.17883026081157125,1,2.2290133368053446,1.177914034081208,-0.38949560102026576,1.0937436198349535,0.17508030442649514,-0.39296195878776635,0.9382378192986429,0.6170234198443745,0.0,0.0,0.46480808927289174,0.3767773176400829,0,-0.39296195878776635
0.0,0,-0.451431494690137,-0.21199188994265883,0.21705591733561624,-0.1307135449559313,-0.4171665555504632,0,1,-0.8597636554125534,1.048480966795991,1.0945710916885234,0.25194749856030857,0.2767803884125978,0.20361276305816145,0.19000270032917194,0.2815975227964886,0.45330056995604134,1.2618731202788722,1.0894178181854943,1.0851771620095783,1.1343202159779506,1.1819294042325492,0.1254324296915693,-0.08326704545362439,0.06998980190962277,0.3692292747810296,0.6681503578150056,0.0135018555544017,-0.4022069832478516,2.519450492434511,2.4860966636060056,1.9995949087165186,1.6271690918636195,1,0.15380559022111423,1.6817391813776676,-0.38949560102026576,0.03867455727704239,1.244824404164019,1.5537047094856253,0.9382378192986429,-0.8345218416654591,0.0,0.0,0.3190675544546922,0.30461834945513566,1,1.5537047094856253
1.0,0,-0.451431494690137,-0.21199188994265883,-1.5093990773287487,-0.1307135449559313,-0.4171665555504632,0,1,0.8940881115154943,0.31997877583630996,0.34509594964728435,0.8637654568103752,0.8469339499818345,0.8685980020602215,0.7174450615189137,0.8201899104665077,0.9695155409639163,-1.2529781479475246,-1.3990797319848232,-1.265851032939769,-1.4054464303081737,-1.6315420440362822,0.24554785297211346,0.7140602382610887,0.6472316598692069,0.7904066843836757,1.1137696707414846,0.8091164596969406,-0.4022069832478516,-0.598532409066217,-0.6632966658500749,-0.896209592381676,-1.269508570240477,1,2.2290133368053446,1.177914034081208,-0.38949560102026576,1.0937436198349535,2.314568503901543,0.5803713753489295,0.9382378192986429,-2.286067103175293,0.0,0.0,0.8210075589708128,0.851823858190984,0,0.5803713753489295
1.0,1,-1.5754923021251463,2.2389180644129874,0.21705591733561624,-0.1307135449559313,-0.4171665555504632,0,1,-1.670452477164489,-0.408523415123371,-0.4043791923939547,-1.2003458021192301,-1.6478603300007397,-1.7975025936341773,-1.5599959786015412,-1.603468819848235,-1.44158054592082,0.004447486165673759,-0.15483095689966436,-0.0903369354650954,-0.13556310716511147,-0.22480631990186647,-0.6352985844185437,-2.0196333059036418,-1.7098392601324286,-1.3898057888535507,-1.0648136368990795,-1.6661289754131805,3.525151628685644,0.960459041684147,0.9113999988779654,0.5516926581674212,0.17883026081157125,1,1.1914094635132293,-0.3335614078081705,-0.38949560102026576,1.0937436198349535,0.17508030442649514,-0.689193843090239,0.9382378192986429,0.6170234198443745,0.0,0.0,-1.6402840763191875,-1.6376605441896885,0,-0.689193843090239
1.0,0,0.6726293127448725,-0.21199188994265883,0.21705591733561624,-0.1307135449559313,-0.4171665555504632,0,1,0.04026817981150118,-1.137025606083052,-1.1538543344351937,0.9039347634376452,0.8961366477228313,0.8378101478519253,0.8746320474502051,0.8984718934138062,1.0104343969862095,-1.2529781479475246,-1.3990797319848232,-1.265851032939769,-1.4054464303081737,-1.6315420440362822,0.7660480205211381,0.543204391750793,0.7193868921141551,0.864732109607672,1.0147431567578227,1.6047310638394794,-0.4022069832478516,-0.598532409066217,-0.6632966658500749,-0.896209592381676,-1.269508570240477,1,0.15380559022111423,1.6817391813776676,-0.38949560102026576,0.03867455727704239,0.17508030442649514,1.5537047094856253,0.9382378192986429,-2.286067103175293,0.0,0.0,0.8783356650793676,0.960062310468405,1,1.5537047094856253
1.0,0,-1.5754923021251463,-0.21199188994265883,0.21705591733561624,-0.1307135449559313,-0.4171665555504632,0,1,0.3945594401319725,0.31997877583630996,0.34509594964728435,0.5794863705448609,0.595140870389953,0.5853628460257182,0.507866325778223,0.6761462921872446,0.7649177354922335,1.2618731202788722,1.0894178181854943,1.0851771620095783,1.1343202159779506,1.1819294042325492,0.24554785297211346,0.40082451965888,0.3105072427261162,0.7904066843836757,0.8662033857823296,0.0135018555544017,-0.4022069832478516,-0.598532409066217,-0.6632966658500749,-0.896209592381676,1.6271690918636195,1,0.15380559022111423,1.177914034081208,-0.38949560102026576,1.0937436198349535,1.244824404164019,1.5537047094856253,0.9382378192986429,-0.8345218416654591,0.0,0.0,0.6694062977481704,0.5992674695436698,1,1.5537047094856253
1.0,0,-0.451431494690137,-0.21199188994265883,1.3680259137785262,-0.1307135449559313,-0.4171665555504632,0,1,0.9024502654857911,1.048480966795991,1.0945710916885234,0.8205056710913373,0.8903473323420142,0.9455624654697167,0.7034747106699467,0.857764981713197,1.0387641916786496,-1.2529781479475246,-1.3990797319848232,-1.265851032939769,-1.4054464303081737,-1.6315420440362822,0.0453554808378732,0.8279641359346191,0.6472316598692069,0.8399569678663399,1.2623094417169778,0.2787067236019147,-0.4022069832478516,-0.598532409066217,-0.6632966658500749,-0.896209592381676,-1.269508570240477,1,0.15380559022111423,-0.3335614078081705,2.96937621922256,1.0937436198349535,0.17508030442649514,1.5113858688709862,0.9382378192986429,-2.286067103175293,0.0,0.0,0.8655961652127664,0.8578371055397298,1,1.5113858688709862
1.0,1,-0.451431494690137,4.689828018768634,0.7925409155570712,-0.1307135449559313,-0.4171665555504632,0,1,0.9165338932252385,-0.408523415123371,-0.4043791923939547,0.33846706999838444,-0.0878881336153461,0.01273772157438283,0.17952200306667346,-0.44174188775323103,-0.6106037880644507,0.004447486165673759,-0.15483095689966436,1.0851771620095783,-0.13556310716511147,-0.22480631990186647,0.48577869953320174,0.45777646849564524,0.7193868921141551,-1.1420543714402296,-1.0648136368990795,-0.8705143712706415,-0.4022069832478516,-0.598532409066217,-0.6632966658500749,0.5516926581674212,0.17883026081157125,1,0.15380559022111423,-0.3335614078081705,-0.38949560102026576,1.0937436198349535,1.244824404164019,1.5537047094856253,0.9382378192986429,0.6170234198443745,0.0,0.0,-0.19357442897719798,-0.248600406629458,1,1.5537047094856253
